Paper	Intervention	Outcome	Efficacy	eNNT	GRADE	AMSTAR	k	Design	Age	BD_stage	Comparison	Comparison_type	TE	seTE	Rank	Meta_review	invTE	TE_lo	TE_up	Intervention_acro	Comparison_acro	Outcome_acro
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	olanzapine	Mortality Rate	"eSMD=-0.18 [-2.16, 1.77] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=9.87	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	risperidone LAI	mono	-0.18	1	III (Low)	Kishi T., 2021 (NMA)	0.18	-2.16	1.77	ola	rispLAI	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole+lamotrigine	Mortality Rate	"eSMD=0.02 [-2.16, 2.16] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=88.63	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	lamotrigine	mono	0.02	1.1	III (Low)	Kishi T., 2021 (NMA)	-0.02	-2.16	2.16	ari+lam	lam	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Mortality Rate	"eSMD=0.17 [-0.68, 1] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=10.45	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	lithium+divalproate	combo	0.17	0.43	III (Low)	Kishi T., 2021 (NMA)	-0.17	-0.68	1	div	lit+div	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Mortality Rate	"eSMD=0.25 [-1.22, 1.65] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=7.13	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	quetiapine	mono	0.25	0.73	III (Low)	Kishi T., 2021 (NMA)	-0.25	-1.22	1.65	lit	que	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Mortality Rate	"eSMD=0.39 [-0.56, 1.33] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.6	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	lithium+divalproate	combo	0.39	0.48	III (Low)	Kishi T., 2021 (NMA)	-0.39	-0.56	1.33	lit	lit+div	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Mortality Rate	"eSMD=0.68 [-0.7, 2.16] <br> <img src=""https://www.linkpicture.com/q/Diapositive18.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=2.71	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	11	Network meta-analysis	Adults	Maintenance	olanzapine	mono	0.68	0.73	III (Low)	Kishi T., 2021 (NMA)	-0.68	-0.7	2.16	lit	ola	Mortality Rate
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	tamoxifen	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=1.64 [0.94, 2.33] <br> <img src=""https://www.linkpicture.com/q/Diapositive20.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=1.33	"High <br> <img src=""https://www.linkpicture.com/q/Diapositive1_2.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	1.64	0.35	I (High)	Kishi T., 2021 (NMA)	-1.64	0.94	2.33	tamox	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	haloperidol	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.47 [0.24, 0.71] <br> <img src=""https://www.linkpicture.com/q/Diapositive16.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=3.84	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.47	0.12	II (Moderate)	Kishi T., 2021 (NMA)	-0.47	0.24	0.71	hal	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	risperidone	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.43 [0.2, 0.66] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.19	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.43	0.12	II (Moderate)	Kishi T., 2021 (NMA)	-0.43	0.2	0.66	risp	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	cariprazine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.42 [0.15, 0.69] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.28	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.42	0.14	II (Moderate)	Kishi T., 2021 (NMA)	-0.42	0.15	0.69	car	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	olanzapine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.39 [0.09, 0.69] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.6	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.39	0.15	II (Moderate)	Kishi T., 2021 (NMA)	-0.39	0.09	0.69	ola	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	ziprasidone	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.38 [0.11, 0.66] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.72	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.38	0.14	II (Moderate)	Kishi T., 2021 (NMA)	-0.38	0.11	0.66	zip	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	asenapine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.36 [-0.12, 0.84] <br> <img src=""https://www.linkpicture.com/q/Diapositive15.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=4.98	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.36	0.24	III (Low)	Kishi T., 2021 (NMA)	-0.36	-0.12	0.84	ase	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	quetiapine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.35 [0.11, 0.6] <br> <img src=""https://www.linkpicture.com/q/Diapositive14.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=5.12	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.35	0.12	II (Moderate)	Kishi T., 2021 (NMA)	-0.35	0.11	0.6	que	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.27 [0.04, 0.49] <br> <img src=""https://www.linkpicture.com/q/Diapositive14.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=6.6	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.27	0.11	II (Moderate)	Kishi T., 2021 (NMA)	-0.27	0.04	0.49	ari	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.23 [-0.08, 0.54] <br> <img src=""https://www.linkpicture.com/q/Diapositive13.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=7.74	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.23	0.16	III (Low)	Kishi T., 2021 (NMA)	-0.23	-0.08	0.54	pal	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.1 [-0.14, 0.35] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=17.74	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.1	0.12	III (Low)	Kishi T., 2021 (NMA)	-0.1	-0.14	0.35	lit	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	valnoctamide	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.05 [-0.43, 0.54] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=35.46	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	0.05	0.25	III (Low)	Kishi T., 2021 (NMA)	-0.05	-0.43	0.54	valnoctamide	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.05 [-0.46, 0.36] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=35.46	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	placebo	mono	-0.05	0.21	III (Low)	Kishi T., 2021 (NMA)	0.05	-0.46	0.36	lam	pbo	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.52 [-0.99, -0.04] <br> <img src=""https://www.linkpicture.com/q/Diapositive5.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=3.49	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.52	0.24	II (Moderate)	Kishi T., 2021 (NMA)	0.52	-0.99	-0.04	div	ola	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.44 [-0.89, 0.01] <br> <img src=""https://www.linkpicture.com/q/Diapositive6.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=4.09	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.44	0.23	III (Low)	Kishi T., 2021 (NMA)	0.44	-0.89	0.01	lam	ola	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.32 [-0.65, 0.01] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=5.59	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	risperidone	mono	-0.32	0.17	III (Low)	Kishi T., 2021 (NMA)	0.32	-0.65	0.01	lit	risp	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.28 [-0.59, 0.02] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=6.37	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	olanzapine	mono	-0.28	0.16	III (Low)	Kishi T., 2021 (NMA)	0.28	-0.59	0.02	lit	ola	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lithium	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.25 [-0.56, 0.06] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=7.13	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	-0.25	0.16	III (Low)	Kishi T., 2021 (NMA)	0.25	-0.56	0.06	lit	que	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	divalproate	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.23 [-0.75, 0.29] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=7.74	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	-0.23	0.27	III (Low)	Kishi T., 2021 (NMA)	0.23	-0.75	0.29	div	lit	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.21 [-0.51, 0.09] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=8.47	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	haloperidol	mono	-0.21	0.15	III (Low)	Kishi T., 2021 (NMA)	0.21	-0.51	0.09	ari	hal	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	lamotrigine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.15 [-0.55, 0.24] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=11.84	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	-0.15	0.2	III (Low)	Kishi T., 2021 (NMA)	0.15	-0.55	0.24	lam	lit	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	paliperidone	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=-0.12 [-0.47, 0.22] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=14.79	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	quetiapine	mono	-0.12	0.18	III (Low)	Kishi T., 2021 (NMA)	0.12	-0.47	0.22	pal	que	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	haloperidol	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.05 [-0.24, 0.34] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=35.46	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	risperidone	mono	0.05	0.15	III (Low)	Kishi T., 2021 (NMA)	-0.05	-0.24	0.34	hal	risp	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	carbamazepine	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.06 [-0.78, 0.91] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=29.55	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	0.06	0.43	III (Low)	Kishi T., 2021 (NMA)	-0.06	-0.78	0.91	cbz	lit	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	haloperidol	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.09 [-0.23, 0.41] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=19.71	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	ziprasidone	mono	0.09	0.16	III (Low)	Kishi T., 2021 (NMA)	-0.09	-0.23	0.41	hal	zip	Psychotic sxs, PANSS/BPRS, change
"<a href='https://doi.org/' target=""_blank"">Kishi T., 2021 (NMA)</a>"	aripiprazole	Psychotic symptoms scale, PANSS/BPRS, change from baseline	"eSMD=0.16 [-0.14, 0.46] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=11.1	"Low <br> <img src=""https://www.linkpicture.com/q/Diapositive3_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	High	30	Network meta-analysis	Adults	Mania/Mixed	lithium	mono	0.16	0.15	III (Low)	Kishi T., 2021 (NMA)	-0.16	-0.14	0.46	ari	lit	Psychotic sxs, PANSS/BPRS, change
